"","gene","human.homolog","ciona.name"
"4612","KY21:KY21.Chr11.860","EPHB2",""
"4613","KY21:KY21.Chr11.861","RGS22",""
"4614","KY21:KY21.Chr11.862","RGS22",""
"4615","KY21:KY21.Chr11.863","CCDC85A",""
"4616","KY21:KY21.Chr11.864","KRT85",""
"4617","KY21:KY21.Chr11.865","MKKS",""
"4618","KY21:KY21.Chr11.866","XRCC1",""
"4619","KY21:KY21.Chr11.867","TECTA",""
"4620","KY21:KY21.Chr11.868","NCAPG2",""
"4621","KY21:KY21.Chr11.869","KLF18",""
"4622","KY21:KY21.Chr11.87","ACP5",""
"4623","KY21:KY21.Chr11.870","GALM",""
"4624","KY21:KY21.Chr11.871","MFNG","Fringe 7"
"4625","KY21:KY21.Chr11.872","FBN1",""
"4626","KY21:KY21.Chr11.873","SEMA3E",""
"4627","KY21:KY21.Chr11.874","SYMPK",""
"4628","KY21:KY21.Chr11.875","RASEF",""
"4629","KY21:KY21.Chr11.876","TSPAN11",""
"4630","KY21:KY21.Chr11.877","FASN",""
"4631","KY21:KY21.Chr11.878","FASN",""
"4632","KY21:KY21.Chr11.879","NAT8L",""
"4633","KY21:KY21.Chr11.88","PEPD",""
"4634","KY21:KY21.Chr11.880","ACHE",""
"4635","KY21:KY21.Chr11.881","USH1G",""
"4636","KY21:KY21.Chr11.882","NFKBIZ",""
"4637","KY21:KY21.Chr11.883","GPC2",""
"4638","KY21:KY21.Chr11.884","LCK",""
"4639","KY21:KY21.Chr11.885","ALPL",""
"4640","KY21:KY21.Chr11.886","PRSS56",""
"4641","KY21:KY21.Chr11.887","UNCX / GSC","Unc.b"
"4642","KY21:KY21.Chr11.888","MIB1",""
"4643","KY21:KY21.Chr11.889","TEX33",""
"4644","KY21:KY21.Chr11.89","ITLN2",""
"4645","KY21:KY21.Chr11.890","TMEM121",""
"4646","KY21:KY21.Chr11.891","HEATR5B",""
"4647","KY21:KY21.Chr11.892","SLC35B2",""
"4648","KY21:KY21.Chr11.893","CACNA1E",""
"4649","KY21:KY21.Chr11.894","RNF212",""
"4650","KY21:KY21.Chr11.895","IGFALS",""
"4651","KY21:KY21.Chr11.896","NBPF10",""
"4652","KY21:KY21.Chr11.897","CDO1",""
"4653","KY21:KY21.Chr11.898","MGAM2",""
"4654","KY21:KY21.Chr11.899","TRAM1L1",""
"4655","KY21:KY21.Chr11.9","DYNLL2",""
"4656","KY21:KY21.Chr11.90","MS4A4A",""
"4657","KY21:KY21.Chr11.900","CES5A",""
"4658","KY21:KY21.Chr11.901","PSMD7 / LRRC8D / NINL",""
"4659","KY21:KY21.Chr11.902","PHYHD1",""
"4660","KY21:KY21.Chr11.903","PHKB",""
"4661","KY21:KY21.Chr11.904","APOL3",""
"4662","KY21:KY21.Chr11.905","RNF19B",""
"4663","KY21:KY21.Chr11.906","CYP2U1",""
"4664","KY21:KY21.Chr11.907","NF1",""
"4665","KY21:KY21.Chr11.908","CHMP1A",""
"4666","KY21:KY21.Chr11.909","ZC2HC1A",""
"4667","KY21:KY21.Chr11.91","RPS25",""
"4668","KY21:KY21.Chr11.910","TRPM6",""
"4669","KY21:KY21.Chr11.911","CECR2",""
"4670","KY21:KY21.Chr11.912","KBTBD3",""
"4671","KY21:KY21.Chr11.913","DRD1",""
"4672","KY21:KY21.Chr11.914","NAA80",""
"4673","KY21:KY21.Chr11.915","CHAC2",""
"4674","KY21:KY21.Chr11.916","UNC93A",""
"4675","KY21:KY21.Chr11.917","PKNOX2","Pknox"
"4676","KY21:KY21.Chr11.918","NPHS1",""
"4677","KY21:KY21.Chr11.919","SLC17A5",""
"4678","KY21:KY21.Chr11.92","CCT5",""
"4679","KY21:KY21.Chr11.920","SLC17A5",""
"4680","KY21:KY21.Chr11.921","SLC17A5",""
"4681","KY21:KY21.Chr11.922","KLHL7",""
"4682","KY21:KY21.Chr11.923","PMS1",""
"4683","KY21:KY21.Chr11.924","ACKR3",""
"4684","KY21:KY21.Chr11.925","TMPRSS3",""
"4685","KY21:KY21.Chr11.926","FAM161B",""
"4686","KY21:KY21.Chr11.927","KIF5C / KIF5A",""
"4687","KY21:KY21.Chr11.928","RPS6KA5",""
"4688","KY21:KY21.Chr11.929","MTO1",""
"4689","KY21:KY21.Chr11.93","AARS2",""
"4690","KY21:KY21.Chr11.930","ARHGEF26",""
"4691","KY21:KY21.Chr11.931","ESF1",""
"4692","KY21:KY21.Chr11.932","CHP1",""
"4693","KY21:KY21.Chr11.933","SLC2A3",""
"4694","KY21:KY21.Chr11.934","LGR4",""
"4695","KY21:KY21.Chr11.935","MATN2",""
"4696","KY21:KY21.Chr11.936","MATN2",""
"4697","KY21:KY21.Chr11.937","ABCC11",""
"4698","KY21:KY21.Chr11.938","GPRC5B",""
"4699","KY21:KY21.Chr11.939","KMT2C",""
"4700","KY21:KY21.Chr11.94","PGGT1B / PACS1",""
"4701","KY21:KY21.Chr11.940","TRPM6",""
"4702","KY21:KY21.Chr11.941","BMI1",""
"4703","KY21:KY21.Chr11.942","ZMIZ1 / CIB4",""
"4704","KY21:KY21.Chr11.943","TUBG1",""
"4705","KY21:KY21.Chr11.944","FBXO28",""
"4706","KY21:KY21.Chr11.945","FCGBP",""
"4707","KY21:KY21.Chr11.946","MTNR1A",""
"4708","KY21:KY21.Chr11.947","FCGBP",""
"4709","KY21:KY21.Chr11.948","CXCL5",""
"4710","KY21:KY21.Chr11.949","RAD51",""
"4711","KY21:KY21.Chr11.95","CFL2",""
"4712","KY21:KY21.Chr11.950","HLCS",""
"4713","KY21:KY21.Chr11.951","METTL13",""
"4714","KY21:KY21.Chr11.952","TRPM2",""
"4715","KY21:KY21.Chr11.953","UPP2",""
"4716","KY21:KY21.Chr11.954","IGHG1",""
"4717","KY21:KY21.Chr11.955","B4GALT2",""
"4718","KY21:KY21.Chr11.956","AFAP1L1",""
"4719","KY21:KY21.Chr11.957","NXPE3",""
"4720","KY21:KY21.Chr11.958","NXPE3",""
"4721","KY21:KY21.Chr11.959","FNDC7",""
"4722","KY21:KY21.Chr11.96","FKBP14",""
"4723","KY21:KY21.Chr11.960","NSG2 / STT3A / PVRIG",""
"4724","KY21:KY21.Chr11.961","PUM3",""
"4725","KY21:KY21.Chr11.962","ALKBH6",""
"4726","KY21:KY21.Chr11.963","DICER1",""
"4727","KY21:KY21.Chr11.964","IVD",""
"4728","KY21:KY21.Chr11.965","SPRED2",""
"4729","KY21:KY21.Chr11.966","NUSAP1",""
"4730","KY21:KY21.Chr11.967","DNAAF2",""
"4731","KY21:KY21.Chr11.968","TMEM242",""
"4732","KY21:KY21.Chr11.969","ADGRL4",""
"4733","KY21:KY21.Chr11.97","TECTA",""
"4734","KY21:KY21.Chr11.970","RPL11",""
"4735","KY21:KY21.Chr11.971","ATP2A1",""
"4736","KY21:KY21.Chr11.972","PGS1",""
"4737","KY21:KY21.Chr11.973","KMT2E / CDH5",""
"4738","KY21:KY21.Chr11.974","SLIT1",""
"4739","KY21:KY21.Chr11.975","GALE",""
"4740","KY21:KY21.Chr11.976","SEL1L3",""
"4741","KY21:KY21.Chr11.977","PKMYT1",""
"4742","KY21:KY21.Chr11.978","TMEM267",""
"4743","KY21:KY21.Chr11.979","PHYH",""
"4744","KY21:KY21.Chr11.98","DGAT1",""
"4745","KY21:KY21.Chr11.980","COL28A1",""
"4746","KY21:KY21.Chr11.981","TEPP",""
"4747","KY21:KY21.Chr11.982","PP2D1",""
"4748","KY21:KY21.Chr11.983","RERE",""
"4749","KY21:KY21.Chr11.984","HLX","Hlx"
"4750","KY21:KY21.Chr11.985","TTC13",""
"4751","KY21:KY21.Chr11.986","UQCRC2",""
"4752","KY21:KY21.Chr11.987","ERMARD",""
"4753","KY21:KY21.Chr11.988","KLHDC3",""
"4754","KY21:KY21.Chr11.989","SHANK1",""
"4755","KY21:KY21.Chr11.99","GRM7",""
"4756","KY21:KY21.Chr11.990","MED14",""
"4757","KY21:KY21.Chr11.991","RASGRP2",""
"4758","KY21:KY21.Chr11.992","MINPP1",""
"4759","KY21:KY21.Chr11.993","CEBPZ","CBF"
"4760","KY21:KY21.Chr11.994","BANF1",""
"4761","KY21:KY21.Chr11.995","SPATA45",""
"4762","KY21:KY21.Chr11.996","CPB1",""
"4763","KY21:KY21.Chr11.997","CRIP1",""
"4764","KY21:KY21.Chr11.998","BTBD8 / ATP5MK",""
"4765","KY21:KY21.Chr11.999","DNAI7",""
"4766","KY21:KY21.Chr12.1","CNKSR2",""
"4767","KY21:KY21.Chr12.10","SKIV2L",""
"4768","KY21:KY21.Chr12.100","SMC6",""
"4769","KY21:KY21.Chr12.1000","METTL27",""
"4770","KY21:KY21.Chr12.1001","CLIC4 / CLIC5",""
"4771","KY21:KY21.Chr12.1002","CELSR1",""
"4772","KY21:KY21.Chr12.1003","RABGEF1",""
"4773","KY21:KY21.Chr12.1004","ARID1A",""
"4774","KY21:KY21.Chr12.1005","ARID1B",""
"4775","KY21:KY21.Chr12.1006","PYROXD1",""
"4776","KY21:KY21.Chr12.1007","STX8",""
"4777","KY21:KY21.Chr12.1008","PRRG4",""
"4778","KY21:KY21.Chr12.1009","NTN1",""
"4779","KY21:KY21.Chr12.101","LCMT1",""
"4780","KY21:KY21.Chr12.1010","OR13C9",""
"4781","KY21:KY21.Chr12.1011","ZDHHC17",""
"4782","KY21:KY21.Chr12.1012","SMO",""
"4783","KY21:KY21.Chr12.1013","VWA8",""
"4784","KY21:KY21.Chr12.1014","ARL6",""
"4785","KY21:KY21.Chr12.1015","DNAH5",""
"4786","KY21:KY21.Chr12.1016","TMTC1",""
"4787","KY21:KY21.Chr12.1017","MAP3K9","MAPKKK9/10/11"
"4788","KY21:KY21.Chr12.1018","FBXW4",""
"4789","KY21:KY21.Chr12.1019","SH3PXD2A",""
"4790","KY21:KY21.Chr12.102","RBM19",""
"4791","KY21:KY21.Chr12.1020","RNASEH1",""
"4792","KY21:KY21.Chr12.1021","MTRES1",""
"4793","KY21:KY21.Chr12.1022","HIKESHI",""
"4794","KY21:KY21.Chr12.1023","MYCBP",""
"4795","KY21:KY21.Chr12.1024","UCHL5",""
"4796","KY21:KY21.Chr12.1025","SLC35C2",""
"4797","KY21:KY21.Chr12.1026","POLR3A",""
"4798","KY21:KY21.Chr12.1027","SLC16A14",""
"4799","KY21:KY21.Chr12.1028","RAPGEF4",""
"4800","KY21:KY21.Chr12.1029","MYO5B",""
"4801","KY21:KY21.Chr12.103","LONP2",""
"4802","KY21:KY21.Chr12.1030","XIAP",""
"4803","KY21:KY21.Chr12.1031","CPLANE1",""
"4804","KY21:KY21.Chr12.1032","C1orf43",""
"4805","KY21:KY21.Chr12.1033","MCM4",""
"4806","KY21:KY21.Chr12.1034","CCT6A",""
"4807","KY21:KY21.Chr12.1035","TLL1",""
"4808","KY21:KY21.Chr12.1036","AGBL3",""
"4809","KY21:KY21.Chr12.1037","RNGTT",""
"4810","KY21:KY21.Chr12.1038","SDR16C5",""
"4811","KY21:KY21.Chr12.1039","CD74",""
"4812","KY21:KY21.Chr12.104","KLHL12",""
"4813","KY21:KY21.Chr12.1040","XIAP",""
"4814","KY21:KY21.Chr12.1041","ZNF329",""
"4815","KY21:KY21.Chr12.1042","XIAP",""
"4816","KY21:KY21.Chr12.1043","COL12A1",""
"4817","KY21:KY21.Chr12.1044","SAPCD1",""
"4818","KY21:KY21.Chr12.1045","TAT",""
"4819","KY21:KY21.Chr12.1046","GRK5",""
"4820","KY21:KY21.Chr12.1047","MRPS23",""
"4821","KY21:KY21.Chr12.1048","N4BP2",""
"4822","KY21:KY21.Chr12.1049","DNAH2",""
"4823","KY21:KY21.Chr12.105","LONP2",""
"4824","KY21:KY21.Chr12.1050","TYR",""
"4825","KY21:KY21.Chr12.1051","GIN1 / ZCCHC2 / ZCCHC13",""
"4826","KY21:KY21.Chr12.1052","ZBED8",""
"4827","KY21:KY21.Chr12.1053","RPS6KC1",""
"4828","KY21:KY21.Chr12.1054","CCDC174",""
"4829","KY21:KY21.Chr12.1055","NPAT",""
"4830","KY21:KY21.Chr12.1056","MORF4L1",""
"4831","KY21:KY21.Chr12.1057","CCR2",""
"4832","KY21:KY21.Chr12.1058","ERCC1",""
"4833","KY21:KY21.Chr12.1059","XPO5",""
"4834","KY21:KY21.Chr12.106","KLHL12",""
"4835","KY21:KY21.Chr12.1060","SYNCRIP",""
"4836","KY21:KY21.Chr12.1061","PTPN3",""
"4837","KY21:KY21.Chr12.1062","CCDC81",""
"4838","KY21:KY21.Chr12.1063","CFAP44",""
"4839","KY21:KY21.Chr12.1064","TACR2",""
"4840","KY21:KY21.Chr12.1065","THBS1",""
"4841","KY21:KY21.Chr12.1066","LDLRAP1",""
"4842","KY21:KY21.Chr12.1067","THBS1",""
"4843","KY21:KY21.Chr12.1068","RXFP2",""
"4844","KY21:KY21.Chr12.1069","SLC15A3",""
"4845","KY21:KY21.Chr12.107","KLHL12",""
"4846","KY21:KY21.Chr12.1070","GTF2E1",""
"4847","KY21:KY21.Chr12.1071","DNAH8",""
"4848","KY21:KY21.Chr12.1072","SCMH1",""
"4849","KY21:KY21.Chr12.1073","ZMYM1",""
"4850","KY21:KY21.Chr12.1074","IRF8","IRF-like-4"
"4851","KY21:KY21.Chr12.1075","ANLN",""
"4852","KY21:KY21.Chr12.1076","HINT2",""
"4853","KY21:KY21.Chr12.1077","RAB39B",""
"4854","KY21:KY21.Chr12.1078","SLC43A3",""
"4855","KY21:KY21.Chr12.1079","HACE1",""
"4856","KY21:KY21.Chr12.108","LONP2 / KLHL12",""
"4857","KY21:KY21.Chr12.1080","SMS",""
"4858","KY21:KY21.Chr12.1081","DTX3L",""
"4859","KY21:KY21.Chr12.1082","TBC1D31",""
"4860","KY21:KY21.Chr12.1083","XPO4",""
"4861","KY21:KY21.Chr12.1084","MRPS9",""
"4862","KY21:KY21.Chr12.1085","THOC5",""
"4863","KY21:KY21.Chr12.1086","PAK3",""
"4864","KY21:KY21.Chr12.1087","KY21:KY21.Chr12.1087",""
"4865","KY21:KY21.Chr12.1088","ACSL1",""
"4866","KY21:KY21.Chr12.1089","ACSL1",""
"4867","KY21:KY21.Chr12.109","ASCC3",""
"4868","KY21:KY21.Chr12.1090","C12orf29",""
"4869","KY21:KY21.Chr12.1091","TAF10 / SEMA6C",""
"4870","KY21:KY21.Chr12.1092","LIMK1",""
"4871","KY21:KY21.Chr12.1093","SNX29",""
"4872","KY21:KY21.Chr12.1094","SPRYD3",""
"4873","KY21:KY21.Chr12.1095","PSMD9",""
"4874","KY21:KY21.Chr12.1096","GTF3C1",""
"4875","KY21:KY21.Chr12.1097","TPGS2",""
"4876","KY21:KY21.Chr12.1098","CS",""
"4877","KY21:KY21.Chr12.1099","CALM3",""
"4878","KY21:KY21.Chr12.11","HECA",""
"4879","KY21:KY21.Chr12.110","GON4L",""
"4880","KY21:KY21.Chr12.1100","FAM219A",""
"4881","KY21:KY21.Chr12.1101","MRPS14",""
"4882","KY21:KY21.Chr12.1102","SRFBP1",""
"4883","KY21:KY21.Chr12.1103","LOXL2",""
"4884","KY21:KY21.Chr12.1104","SEMA3B",""
"4885","KY21:KY21.Chr12.1105","TEX13C",""
"4886","KY21:KY21.Chr12.111","FIBCD1 / TNR",""
"4887","KY21:KY21.Chr12.112","DNPH1",""
"4888","KY21:KY21.Chr12.113","DENND4A",""
"4889","KY21:KY21.Chr12.114","CPA2",""
"4890","KY21:KY21.Chr12.115","MED12",""
"4891","KY21:KY21.Chr12.116","XIAP",""
"4892","KY21:KY21.Chr12.117","RUFY2 / RUFY3",""
"4893","KY21:KY21.Chr12.118","RIPK3",""
"4894","KY21:KY21.Chr12.119","KLHL12",""
"4895","KY21:KY21.Chr12.12","ABCA12",""
"4896","KY21:KY21.Chr12.120","RIPK1",""
"4897","KY21:KY21.Chr12.121","KLHL12",""
"4898","KY21:KY21.Chr12.122","RTL1",""
"4899","KY21:KY21.Chr12.123","RIPK1",""
"4900","KY21:KY21.Chr12.124","KLHL12",""
"4901","KY21:KY21.Chr12.125","GFPT2",""
"4902","KY21:KY21.Chr12.126","OSBPL6",""
"4903","KY21:KY21.Chr12.127","VOPP1",""
"4904","KY21:KY21.Chr12.128","AANAT",""
"4905","KY21:KY21.Chr12.129","TNR",""
"4906","KY21:KY21.Chr12.13","RAB32",""
"4907","KY21:KY21.Chr12.130","METTL14",""
"4908","KY21:KY21.Chr12.131","CHAT",""
"4909","KY21:KY21.Chr12.132","PPP3CA",""
"4910","KY21:KY21.Chr12.133","UNC5B",""
"4911","KY21:KY21.Chr12.134","LMNA",""
"4912","KY21:KY21.Chr12.135","IQGAP1",""
"4913","KY21:KY21.Chr12.136","TECTA",""
"4914","KY21:KY21.Chr12.137","FCN1",""
"4915","KY21:KY21.Chr12.138","ZNF275",""
"4916","KY21:KY21.Chr12.139","EHBP1L1",""
"4917","KY21:KY21.Chr12.14","PLCD4",""
"4918","KY21:KY21.Chr12.140","CDH12",""
"4919","KY21:KY21.Chr12.141","CPSF2",""
"4920","KY21:KY21.Chr12.142","FNIP2",""
"4921","KY21:KY21.Chr12.143","VAMP7",""
"4922","KY21:KY21.Chr12.144","ALMS1",""
"4923","KY21:KY21.Chr12.145","PFDN4",""
"4924","KY21:KY21.Chr12.146","APEX1",""
"4925","KY21:KY21.Chr12.147","GDPD5",""
"4926","KY21:KY21.Chr12.148","PIGB",""
"4927","KY21:KY21.Chr12.149","C2orf69",""
"4928","KY21:KY21.Chr12.15","RAB32",""
"4929","KY21:KY21.Chr12.150","POLR3D",""
"4930","KY21:KY21.Chr12.151","TRIP13",""
"4931","KY21:KY21.Chr12.152","KDELR2",""
"4932","KY21:KY21.Chr12.153","PPT1",""
"4933","KY21:KY21.Chr12.154","ACSF2",""
"4934","KY21:KY21.Chr12.155","ATG101",""
"4935","KY21:KY21.Chr12.156","NOMO1",""
"4936","KY21:KY21.Chr12.157","RGR",""
"4937","KY21:KY21.Chr12.158","FOXC2","Foxc"
"4938","KY21:KY21.Chr12.159","DAAM1",""
"4939","KY21:KY21.Chr12.16","VPS54",""
"4940","KY21:KY21.Chr12.160","FAHD1",""
"4941","KY21:KY21.Chr12.161","TMEM114",""
"4942","KY21:KY21.Chr12.162","ASB8",""
"4943","KY21:KY21.Chr12.163","ZDHHC11B",""
"4944","KY21:KY21.Chr12.164","CAMK1G",""
"4945","KY21:KY21.Chr12.165","RDH12",""
"4946","KY21:KY21.Chr12.166","MTRR",""
"4947","KY21:KY21.Chr12.167","DBT",""
"4948","KY21:KY21.Chr12.168","JMJD7",""
"4949","KY21:KY21.Chr12.169","SEMA5B",""
"4950","KY21:KY21.Chr12.17","PCNX1",""
"4951","KY21:KY21.Chr12.170","UQCC1",""
"4952","KY21:KY21.Chr12.171","MCU",""
"4953","KY21:KY21.Chr12.172","WSCD1",""
"4954","KY21:KY21.Chr12.173","FLCN",""
"4955","KY21:KY21.Chr12.174","ALOX5",""
"4956","KY21:KY21.Chr12.175","SMARCAD1",""
"4957","KY21:KY21.Chr12.176","ACSF2",""
"4958","KY21:KY21.Chr12.177","DNAJC9",""
"4959","KY21:KY21.Chr12.178","GPX3",""
"4960","KY21:KY21.Chr12.179","FRAS1",""
"4961","KY21:KY21.Chr12.18","PIGQ",""
"4962","KY21:KY21.Chr12.180","CPE",""
"4963","KY21:KY21.Chr12.181","ZDHHC1","Ci-ZF176"
"4964","KY21:KY21.Chr12.182","CREG2",""
"4965","KY21:KY21.Chr12.183","SLC2A8",""
"4966","KY21:KY21.Chr12.184","SGO1 / SEC31A",""
"4967","KY21:KY21.Chr12.185","ACADS",""
"4968","KY21:KY21.Chr12.186","FAM124A",""
"4969","KY21:KY21.Chr12.187","MRC1",""
"4970","KY21:KY21.Chr12.188","CCDC80",""
"4971","KY21:KY21.Chr12.189","NOTCH2",""
"4972","KY21:KY21.Chr12.19","EMC1",""
"4973","KY21:KY21.Chr12.190","ANGPTL2",""
"4974","KY21:KY21.Chr12.191","MGAT5B",""
"4975","KY21:KY21.Chr12.192","KIDINS220",""
"4976","KY21:KY21.Chr12.193","BRWD3",""
"4977","KY21:KY21.Chr12.194","FKTN",""
"4978","KY21:KY21.Chr12.195","SNED1",""
"4979","KY21:KY21.Chr12.196","FKTN",""
"4980","KY21:KY21.Chr12.197","LIN28B",""
"4981","KY21:KY21.Chr12.198","PYROXD2",""
"4982","KY21:KY21.Chr12.199","GTF3A / TAAR6 / PTGES2",""
"4983","KY21:KY21.Chr12.2","CNKSR1",""
"4984","KY21:KY21.Chr12.20","LMAN1",""
"4985","KY21:KY21.Chr12.200","TEX15",""
"4986","KY21:KY21.Chr12.201","MDGA2",""
"4987","KY21:KY21.Chr12.202","EIF1AX",""
"4988","KY21:KY21.Chr12.203","USP16",""
"4989","KY21:KY21.Chr12.204","ADAL",""
"4990","KY21:KY21.Chr12.205","CCDC137",""
"4991","KY21:KY21.Chr12.206","PEX7",""
"4992","KY21:KY21.Chr12.207","UNC93A",""
"4993","KY21:KY21.Chr12.208","ETV6",""
"4994","KY21:KY21.Chr12.209","ITSN1",""
"4995","KY21:KY21.Chr12.21","RPS8",""
"4996","KY21:KY21.Chr12.210","AKAP3 / ATP12A",""
"4997","KY21:KY21.Chr12.211","LIG4",""
"4998","KY21:KY21.Chr12.212","GPSM2",""
"4999","KY21:KY21.Chr12.213","MAGEL2",""
"5000","KY21:KY21.Chr12.214","GOLGA6L2",""
"5001","KY21:KY21.Chr12.215","CASP6",""
"5002","KY21:KY21.Chr12.216","THUMPD1",""
"5003","KY21:KY21.Chr12.217","ATP10A",""
"5004","KY21:KY21.Chr12.218","AK9",""
"5005","KY21:KY21.Chr12.219","DNAH1 / ENOSF1",""
"5006","KY21:KY21.Chr12.22","RCBTB1",""
"5007","KY21:KY21.Chr12.220","HSPA12A",""
"5008","KY21:KY21.Chr12.221","MAEL",""
"5009","KY21:KY21.Chr12.222","MARCHF1",""
"5010","KY21:KY21.Chr12.223","KCNA4",""
"5011","KY21:KY21.Chr12.224","FCGR1B",""
"5012","KY21:KY21.Chr12.225","HYAL3",""
"5013","KY21:KY21.Chr12.226","KANSL1",""
"5014","KY21:KY21.Chr12.227","SALL2",""
"5015","KY21:KY21.Chr12.228","BCL2L12",""
"5016","KY21:KY21.Chr12.229","BCL2L12",""
"5017","KY21:KY21.Chr12.23","AGK",""
"5018","KY21:KY21.Chr12.230","BCL2L12",""
"5019","KY21:KY21.Chr12.231","CDKL2",""
"5020","KY21:KY21.Chr12.232","HECTD1",""
"5021","KY21:KY21.Chr12.233","C6orf118",""
"5022","KY21:KY21.Chr12.234","RASSF2",""
"5023","KY21:KY21.Chr12.235","LYPD3",""
"5024","KY21:KY21.Chr12.236","GPC6",""
"5025","KY21:KY21.Chr12.237","C1orf167",""
"5026","KY21:KY21.Chr12.238","CALHM1",""
"5027","KY21:KY21.Chr12.239","LY6D",""
"5028","KY21:KY21.Chr12.24","PTH1R",""
"5029","KY21:KY21.Chr12.240","MBNL2",""
"5030","KY21:KY21.Chr12.241","SLURP2",""
"5031","KY21:KY21.Chr12.242","WIF1 / HMGXB3",""
"5032","KY21:KY21.Chr12.243","PPP1R21",""
"5033","KY21:KY21.Chr12.244","CTDNEP1",""
"5034","KY21:KY21.Chr12.245","ZNF648 / ZSCAN22",""
"5035","KY21:KY21.Chr12.246","CALM3",""
"5036","KY21:KY21.Chr12.247","USP36",""
"5037","KY21:KY21.Chr12.248","CNTN5",""
"5038","KY21:KY21.Chr12.249","PPP3R1",""
"5039","KY21:KY21.Chr12.25","CHCHD7",""
"5040","KY21:KY21.Chr12.250","GUCD1",""
"5041","KY21:KY21.Chr12.251","EFHD1",""
"5042","KY21:KY21.Chr12.252","REEP6 / REEP5",""
"5043","KY21:KY21.Chr12.253","LIMCH1",""
"5044","KY21:KY21.Chr12.254","IRX1",""
"5045","KY21:KY21.Chr12.255","GOLGB1",""
"5046","KY21:KY21.Chr12.256","TMPRSS13 / MUC22",""
"5047","KY21:KY21.Chr12.257","SENP2",""
"5048","KY21:KY21.Chr12.258","TMPRSS13",""
"5049","KY21:KY21.Chr12.259","FBN1",""
"5050","KY21:KY21.Chr12.26","UBAC1",""
"5051","KY21:KY21.Chr12.260","FGD6",""
"5052","KY21:KY21.Chr12.261","NAT1",""
"5053","KY21:KY21.Chr12.262","UTY",""
"5054","KY21:KY21.Chr12.263","NMD3",""
"5055","KY21:KY21.Chr12.264","SLC5A4",""
"5056","KY21:KY21.Chr12.265","ALX3",""
"5057","KY21:KY21.Chr12.266","SLC35F1",""
"5058","KY21:KY21.Chr12.267","NPEPL1",""
"5059","KY21:KY21.Chr12.268","FUT8",""
"5060","KY21:KY21.Chr12.269","PPM1A",""
"5061","KY21:KY21.Chr12.27","TMEM248",""
"5062","KY21:KY21.Chr12.270","OR6Y1",""
"5063","KY21:KY21.Chr12.271","LIN7B",""
"5064","KY21:KY21.Chr12.272","SMC5",""
"5065","KY21:KY21.Chr12.273","EIF2S2",""
"5066","KY21:KY21.Chr12.274","SLC1A2",""
"5067","KY21:KY21.Chr12.275","CARF",""
"5068","KY21:KY21.Chr12.276","AMD1",""
"5069","KY21:KY21.Chr12.277","XPR1",""
"5070","KY21:KY21.Chr12.278","OR5D14",""
"5071","KY21:KY21.Chr12.279","TCF19",""
"5072","KY21:KY21.Chr12.28","RAD51C",""
"5073","KY21:KY21.Chr12.280","CFAP36",""
"5074","KY21:KY21.Chr12.281","NUP160",""
"5075","KY21:KY21.Chr12.282","TRIM2",""
"5076","KY21:KY21.Chr12.283","FIBCD1",""
"5077","KY21:KY21.Chr12.284","OGDH",""
"5078","KY21:KY21.Chr12.285","MYO9A",""
"5079","KY21:KY21.Chr12.286","PTCH2",""
"5080","KY21:KY21.Chr12.287","CDK5RAP1",""
"5081","KY21:KY21.Chr12.288","CDK5RAP1",""
"5082","KY21:KY21.Chr12.289","SNX1",""
"5083","KY21:KY21.Chr12.29","LRIG2",""
"5084","KY21:KY21.Chr12.290","SLC5A3",""
"5085","KY21:KY21.Chr12.291","SLC2A3",""
"5086","KY21:KY21.Chr12.292","C9orf131",""
"5087","KY21:KY21.Chr12.293","TASOR",""
"5088","KY21:KY21.Chr12.294","FAM86B1",""
"5089","KY21:KY21.Chr12.295","ADGRL2",""
"5090","KY21:KY21.Chr12.296","SNX12",""
"5091","KY21:KY21.Chr12.297","CTTNBP2",""
"5092","KY21:KY21.Chr12.298","DGCR6",""
"5093","KY21:KY21.Chr12.299","HMCN1",""
"5094","KY21:KY21.Chr12.3","CNKSR1",""
"5095","KY21:KY21.Chr12.30","MAP7",""
"5096","KY21:KY21.Chr12.300","CHURC1",""
"5097","KY21:KY21.Chr12.301","CA9 / WNK3",""
"5098","KY21:KY21.Chr12.302","KY21:KY21.Chr12.302",""
"5099","KY21:KY21.Chr12.303","DUS4L",""
"5100","KY21:KY21.Chr12.304","ZNF473",""
"5101","KY21:KY21.Chr12.305","AKNAD1",""
"5102","KY21:KY21.Chr12.306","RAX","Rax"
"5103","KY21:KY21.Chr12.307","DDI2",""
"5104","KY21:KY21.Chr12.308","ARHGAP4 / TBCK",""
"5105","KY21:KY21.Chr12.309","TSPAN11",""
"5106","KY21:KY21.Chr12.31","ING4",""
"5107","KY21:KY21.Chr12.310","TSPAN9",""
"5108","KY21:KY21.Chr12.311","CD53",""
"5109","KY21:KY21.Chr12.312","TSPAN9",""
"5110","KY21:KY21.Chr12.313","KY21:KY21.Chr12.313",""
"5111","KY21:KY21.Chr12.314","MYRF",""
"5112","KY21:KY21.Chr12.315","JAK3",""
"5113","KY21:KY21.Chr12.316","CA14",""
"5114","KY21:KY21.Chr12.317","MEP1B",""
"5115","KY21:KY21.Chr12.318","CLPX",""
"5116","KY21:KY21.Chr12.319","FCN1",""
"5117","KY21:KY21.Chr12.32","ROS1",""
